VTBD.03B.ENDU1B.UBLOD;true;;;;;;;;;VTBD.03B.ENDU1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;UBLOD,5000ft|11000ft,90kt|250kt,5000ft,ENDUU,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.ENDU1B.RW03B;true;;;;;;;;;VTBD.03B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;MOTIF,5000ft|11000ft,90kt|250kt,5000ft,PIANO,13000ft|10000ft,90kt|250kt,13000ft,BRENT,7000ft|8000ft,,7000ft,FERDO,7000ft|11000ft,90kt|220kt,7000ft,DM307,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.ENDU3A.UBLOD;true;;;;;;;;;VTBD.21B.ENDU3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;UBLOD,5000ft|11000ft,90kt|250kt,5000ft,ENDUU,3000ft|16000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.ENDU3A.RW21B;true;;;;;;;;;VTBD.21B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BD115,14000ft|11000ft,90kt|250kt,14000ft,OPERA,,90kt|250kt,,DUDAT,5000ft|9000ft,,5000ft,BD114,,90kt|220kt,,AROKA,3000ft|5000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.NAKO1B.ALBOS;true;;;;;;;;;VTBD.03B.NAKO1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALBOS,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|16000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.NAKO1B.NOBER;true;;;;;;;;;VTBD.03B.NAKO1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NOBER,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|16000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.NAKO1B.SEMBO;true;;;;;;;;;VTBD.03B.NAKO1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;SEMBO,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|16000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.NAKO1B.TL;true;;;;;;;;;VTBD.03B.NAKO1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;TL,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|16000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.NAKO1B.RW03B;true;;;;;;;;;VTBD.03B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;PIANO,13000ft|10000ft,90kt|250kt,13000ft,BRENT,7000ft|8000ft,,7000ft,FERDO,7000ft|11000ft,90kt|220kt,7000ft,DM307,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.NAKO3A.ALBOS;true;;;;;;;;;VTBD.21B.NAKO3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALBOS,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|13000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.NAKO3A.NOBER;true;;;;;;;;;VTBD.21B.NAKO3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NOBER,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|13000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.NAKO3A.SEMBO;true;;;;;;;;;VTBD.21B.NAKO3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;SEMBO,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|13000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.NAKO3A.TL;true;;;;;;;;;VTBD.21B.NAKO3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;TL,5000ft|11000ft,90kt|250kt,5000ft,NAKON,3000ft|13000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.NAKO3A.RW21B;true;;;;;;;;;VTBD.21B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;DOGVA,5000ft|9000ft,90kt|250kt,5000ft,BD114,,90kt|220kt,,AROKA,3000ft|5000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SABA1B.BUT;true;;;;;;;;;VTBD.03B.SABA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BUT,5000ft|11000ft,90kt|250kt,5000ft,SABAI,13000ft|10000ft,90kt|250kt,13000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SABA1B.GUTSO;true;;;;;;;;;VTBD.03B.SABA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GUTSO,5000ft|11000ft,90kt|250kt,5000ft,SABAI,13000ft|10000ft,90kt|250kt,13000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SABA1B.HOTEL;true;;;;;;;;;VTBD.03B.SABA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;HOTEL,5000ft|11000ft,90kt|250kt,5000ft,SABAI,13000ft|10000ft,90kt|250kt,13000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SABA1B.SURMA;true;;;;;;;;;VTBD.03B.SABA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;SURMA,5000ft|11000ft,90kt|250kt,5000ft,SABAI,13000ft|10000ft,90kt|250kt,13000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SABA1B.RW03B;true;;;;;;;;;VTBD.03B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ARMUS,5000ft|11000ft,90kt|220kt,5000ft,DM305,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SABA3A.BUT;true;;;;;;;;;VTBD.21B.SABA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BUT,5000ft|11000ft,90kt|250kt,5000ft,SABAI,3000ft|11000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SABA3A.GUTSO;true;;;;;;;;;VTBD.21B.SABA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GUTSO,5000ft|11000ft,90kt|250kt,5000ft,SABAI,3000ft|11000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SABA3A.HOTEL;true;;;;;;;;;VTBD.21B.SABA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;HOTEL,5000ft|11000ft,90kt|250kt,5000ft,SABAI,3000ft|11000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SABA3A.SURMA;true;;;;;;;;;VTBD.21B.SABA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;SURMA,5000ft|11000ft,90kt|250kt,5000ft,SABAI,3000ft|11000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SABA3A.RW21B;true;;;;;;;;;VTBD.21B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BD118,22000ft|20000ft,90kt|250kt,22000ft,BD117,18000ft|11000ft,,18000ft,VASGO,,,,ESMAG,,,,BD116,,,,NODEG,5000ft|13000ft,90kt|250kt,5000ft,DUGIX,10000ft|9000ft,,10000ft,BD112,,90kt|220kt,,VARPI,5000ft|7000ft,,5000ft,AROKA,3000ft|5000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.ALEMI;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALEMI,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.ANREN;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ANREN,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.DULEM;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;DULEM,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.GOMES;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GOMES,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.NUGPA;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NUGPA,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.RYN;true;;;;;;;;;VTBD.03B.SEHN1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;RYN,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.SEHN1B.RW03B;true;;;;;;;;;VTBD.03B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BAMBU,15000ft|11000ft,90kt|250kt,15000ft,DM306,,,,ARMUS,,90kt|220kt,,DM305,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.ALEMI;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALEMI,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.ANREN;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ANREN,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.DULEM;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;DULEM,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.GOMES;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GOMES,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.NUGPA;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NUGPA,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.RYN;true;;;;;;;;;VTBD.21B.SEHN3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;RYN,5000ft|11000ft,90kt|250kt,5000ft,SEHNA,3000ft|22000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.SEHN3A.RW21B;true;;;;;;;;;VTBD.21B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BD120,5000ft|11000ft,90kt|250kt,5000ft,BD119,22000ft|20000ft,,22000ft,VASGO,,,,ESMAG,,,,BD116,,,,NODEG,5000ft|13000ft,90kt|250kt,5000ft,DUGIX,10000ft|9000ft,,10000ft,BD112,,90kt|220kt,,VARPI,5000ft|7000ft,,5000ft,AROKA,3000ft|5000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.BONVO;true;;;;;;;;;VTBD.03B.WEHA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BONVO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|18000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.IBETO;true;;;;;;;;;VTBD.03B.WEHA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;IBETO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|18000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.IGONI;true;;;;;;;;;VTBD.03B.WEHA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;IGONI,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|18000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.PASTO;true;;;;;;;;;VTBD.03B.WEHA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;PASTO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|18000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.TARED;true;;;;;;;;;VTBD.03B.WEHA1B.RW03B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;TARED,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|18000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.03B.WEHA1B.RW03B;true;;;;;;;;;VTBD.03B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;PESTO,5000ft|11000ft,90kt|250kt,5000ft,DM308,13000ft|10000ft,,13000ft,BRENT,7000ft|8000ft,,7000ft,FERDO,7000ft|11000ft,90kt|220kt,7000ft,DM307,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.BONVO;true;;;;;;;;;VTBD.21B.WEHA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BONVO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|9000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.IBETO;true;;;;;;;;;VTBD.21B.WEHA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;IBETO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|9000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.IGONI;true;;;;;;;;;VTBD.21B.WEHA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;IGONI,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|9000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.PASTO;true;;;;;;;;;VTBD.21B.WEHA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;PASTO,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|9000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.TARED;true;;;;;;;;;VTBD.21B.WEHA3A.RW21B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;TARED,5000ft|11000ft,90kt|250kt,5000ft,WEHHA,3000ft|9000ft,90kt|250kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBD.21B.WEHA3A.RW21B;true;;;;;;;;;VTBD.21B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NINER,5000ft|11000ft,90kt|250kt,5000ft,DOVAX,8000ft|7000ft,,8000ft,BD113,,90kt|220kt,,VARPI,5000ft|7000ft,,5000ft,AROKA,3000ft|5000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.ALEMI;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALEMI,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.ANREN;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ANREN,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.BUT;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BUT,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.DULEM;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;DULEM,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.GOMES;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GOMES,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.NUGPA;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NUGPA,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.RYN;true;;;;;;;;;VTBS.19B.DOLN3C.RW19B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;RYN,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.19B.DOLN3C.RW19B;true;;;;;;;;;VTBS.19B.FINAL,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BEATS,10000ft|14000ft,90kt|250kt,10000ft,SALSA,10000ft|11000ft,90kt|250kt,10000ft,LATIN,7000ft|11000ft,,7000ft,BS503,,90kt|220kt,,BS501,,,,EKCHO,5000ft|11000ft,,5000ft,VTBS,3000ft|11000ft,90kt|kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.ALEMI;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ALEMI,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.ANREN;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;ANREN,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.BUT;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;BUT,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.DULEM;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;DULEM,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.GOMES;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;GOMES,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.NUGPA;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;NUGPA,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
VTBS.01B.DOLN3D.RYN;true;;;;;;;;;VTBS.01B.DOLN3D.RW01B,None,,,,,,None,,,,,,,FALSE,BeginToEnd,,false;RYN,5000ft|11000ft,90kt|250kt,5000ft,DOLNI,3000ft|18000ft,90kt|280kt,3000ft;false;;;;;;;LastLegLongestPath;Converted;false;TryVerticalFirst;;false
